Datum;Erster;Hoch;Tief;Schlusskurs;Stuecke;Volumen
2018-04-20;1.093,27;1.093,69;1.084,73;1.085,45;;
2018-04-19;1.089,86;1.094,14;1.083,5;1.086,73;;
2018-04-18;1.087,78;1.094,22;1.083,79;1.089,26;;
2018-04-17;1.089,14;1.092,01;1.082,76;1.090,35;;
2018-04-16;1.086,49;1.091,77;1.084,53;1.088,04;;
2018-04-13;1.083,98;1.093,54;1.083,98;1.092,15;;
2018-04-12;1.097,74;1.098,08;1.082,5;1.083,39;;
2018-04-11;1.081,48;1.102,06;1.081,44;1.092,74;;
2018-04-10;1.081,24;1.086,08;1.077,19;1.083,77;;
2018-04-09;1.082,24;1.087,29;1.078,47;1.086,09;;
2018-04-06;1.084,9;1.091,14;1.080,48;1.089,61;;
2018-04-05;1.087,25;1.088,79;1.079,2;1.082,08;;
2018-04-04;1.085,42;1.098,1;1.084,77;1.086,12;;
2018-04-03;1.089,57;1.090,6;1.079,92;1.082,85;;
2018-03-29;1.075,36;1.078,14;1.072,45;1.075,82;;
2018-03-28;1.084,93;1.086,47;1.067,78;1.068,77;;
2018-03-27;1.093,75;1.095,97;1.083,24;1.086,49;;
2018-03-26;1.084,78;1.092,46;1.082,85;1.090,61;;
2018-03-23;1.077,95;1.093,65;1.077,92;1.091,78;;
2018-03-22;1.081,56;1.083,48;1.076,09;1.080,63;;
2018-03-21;1.067,2;1.087,79;1.066,27;1.084,01;;
2018-03-20;1.072,96;1.073,76;1.064,97;1.068,36;;
2018-03-19;1.065,63;1.072,09;1.062,56;1.070,05;;
2018-03-16;1.070;1.074,38;1.064,79;1.067,93;;
2018-03-15;1.072,61;1.076;1.065,77;1.066,68;;
2018-03-14;1.072,08;1.075,33;1.068,89;1.070,45;;
2018-03-13;1.069,35;1.073,05;1.064,29;1.071,39;;
2018-03-12;1.074,83;1.076,33;1.069,24;1.075,70;;
2018-03-08;1.067,09;1.069,9;1.062,19;1.063,95;;
2018-03-07;1.077,19;1.079,29;1.065,38;1.067,59;;
2018-03-06;1.063,82;1.078,27;1.063,78;1.075,41;;
2018-03-05;1.077,4;1.078,87;1.070,64;1.072,88;;
2018-03-02;1.069,53;1.076,39;1.068,4;1.073,74;;
2018-03-01;1.083,8;1.083,9;1.070,66;1.082,15;;
2018-02-28;1.078,97;1.082,6;1.077,3;1.079,28;;
2018-02-27;1.083,61;1.086,52;1.068,33;1.071,95;;
2018-02-26;1.082,81;1.088,38;1.079,81;1.081,38;;
2018-02-23;1.082,8;1.083,19;1.078,24;1.080,53;;
2018-02-22;1.079,18;1.085,21;1.076,19;1.085,17;;
2018-02-21;1.079,63;1.084,87;1.074,32;1.075,86;;
2018-02-20;1.091,75;1.092,42;1.076,84;1.077,40;;
2018-02-19;1.088,2;1.088,8;1.084,7;1.085,22;;
2018-02-16;1.086,24;1.092,51;1.079,74;1.081,44;;
2018-02-15;1.080,58;1.086,11;1.079,61;1.083,28;;
2018-02-14;1.076,91;1.097,58;1.069,94;1.093,7;;
2018-02-13;1.072,66;1.078,93;1.071,76;1.077,7;;
2018-02-12;1.079,47;1.081,44;1.074,56;1.078,59;;
2018-02-09;1.074,83;1.077,42;1.068,64;1.073,04;;
2018-02-08;1.075,93;1.078,67;1.067,29;1.076,52;;
2018-02-07;1.073,33;1.079,89;1.063,88;1.068,65;;
2018-02-06;1.086,5;1.091,8;1.071,02;1.074,31;;
2018-02-05;1.070,27;1.077,67;1.068,73;1.076,89;;
2018-02-02;1.079,29;1.080,67;1.062,96;1.065,62;;
2018-02-01;1.079,14;1.084,31;1.073,56;1.082,62;;
2018-01-31;1.074,31;1.081,69;1.070;1.079,81;;
2018-01-30;1.079,4;1.085,66;1.074,49;1.077,72;;
2018-01-29;1.089,52;1.090,14;1.080,93;1.082,76;;
2018-01-26;1.083,38;1.091,21;1.081,75;1.086,29;;
2018-01-25;1.094,42;1.101,01;1.082,69;1.086,81;;
2018-01-24;1.085,83;1.102,24;1.084,62;1.099,86;;
2018-01-23;1.088,85;1.095,22;1.087,31;1.095,11;;
2018-01-22;1.087,81;1.091,24;1.085,84;1.089,95;;
2018-01-19;1.082,67;1.091,58;1.082,62;1.086,8;;
2018-01-18;1.084,99;1.089,26;1.082,54;1.084,55;;
2018-01-17;1.097,07;1.101,31;1.086,89;1.086,89;;
2018-01-16;1.095,48;1.097,59;1.089,53;1.094,45;;
2018-01-15;1.090,97;1.095,21;1.090,97;1.091,59;;
2018-01-12;1.089,36;1.103,57;1.089,09;1.102,79;;
2018-01-11;1.095,89;1.101,69;1.094,96;1.100,49;;
2018-01-10;1.094,43;1.105,20;1.091,31;1.097,97;;
2018-01-09;1.106,64;1.106,64;1.097,31;1.100,26;;
2018-01-08;1.103,25;1.103,93;1.098,38;1.102,88;;
2018-01-05;1.098,06;1.098,68;1.090,9;1.096,35;;
2018-01-04;1.088,69;1.098,9;1.082,44;1.096,37;;
2018-01-03;1.096,03;1.099,02;1.087,81;1.092,23;;
2018-01-02;1.080,21;1.092,93;1.079,87;1.092,08;;
2017-12-29;1.079,49;1.090,32;1.078,94;1.086;;
2017-12-28;1.078,71;1.085,34;1.078,55;1.085,1;;
2017-12-27;1.078,65;1.083,65;1.077,39;1.082,38;;
2017-12-22;1.068,62;1.076,43;1.067,33;1.075,66;;
2017-12-21;1.067,02;1.069,49;1.065,53;1.068,79;;
2017-12-20;1.065,26;1.070,22;1.065,05;1.068,28;;
2017-12-19;1.066,7;1.070,13;1.065,24;1.067,11;;
2017-12-18;1.062,98;1.071,46;1.062,9;1.069,53;;
2017-12-15;1.061,46;1.068,78;1.061,46;1.063,22;;
2017-12-14;1.059,57;1.062,84;1.055,78;1.057,55;;
2017-12-13;1.060,29;1.070,57;1.056,92;1.069,94;;
2017-12-12;1.055,5;1.059,23;1.051,08;1.057,67;;
2017-12-11;1.058,21;1.060,94;1.052,04;1.053,05;;
2017-12-08;1.062,48;1.066,15;1.059,79;1.063,15;;
2017-12-07;1.072,32;1.072,86;1.057,87;1.057,87;;
2017-12-06;1.071,39;1.073,96;1.068,65;1.069,63;;
2017-12-05;1.077,61;1.077,99;1.064,84;1.068,56;;
2017-12-04;1.075,03;1.076,37;1.072,21;1.075,51;;
2017-12-01;1.072,43;1.084,57;1.070,42;1.077,5;;
2017-11-30;1.083,69;1.084,67;1.072,38;1.076,02;;
2017-11-29;1.093,85;1.096,34;1.084,29;1.085,39;;
2017-11-28;1.089,02;1.091,35;1.085,82;1.088,22;;
2017-11-27;1.078,68;1.086,94;1.078,36;1.082,99;;
2017-11-24;1.087,51;1.088,87;1.083,45;1.084,94;;
2017-11-23;1.090,51;1.091,2;1.086,82;1.089,75;;
2017-11-22;1.090,24;1.101,9;1.088,83;1.099,72;;
2017-11-21;1.090,09;1.096,39;1.089,33;1.092,72;;
2017-11-20;1.097;1.097,86;1.082,53;1.083,81;;
2017-11-17;1.084,19;1.099,33;1.083,87;1.097,38;;
2017-11-16;1.085,76;1.088,34;1.083,85;1.086,26;;
2017-11-15;1.081,20;1.088,63;1.078,52;1.079,61;;
2017-11-14;1.088,27;1.092,84;1.082,52;1.089,97;;
2017-11-13;1.095,04;1.097,93;1.094,3;1.096,65;;
2017-11-10;1.102,8;1.104,41;1.093,09;1.094,69;;
2017-11-09;1.102,16;1.107,6;1.100,78;1.104,91;;
2017-11-08;1.101,89;1.110,54;1.101,23;1.105,62;;
2017-11-07;1.108,53;1.108,56;1.100,20;1.102,95;;
2017-11-06;1.094,57;1.106,95;1.093,9;1.106,13;;
2017-11-03;1.095,96;1.097;1.086,18;1.089,6;;
2017-11-02;1.095,36;1.102,55;1.094,05;1.097,01;;
2017-11-01;1.094,04;1.102,97;1.092,05;1.098,72;;
2017-10-31;1.096,61;1.098,06;1.089,85;1.091,89;;
2017-10-30;1.095,15;1.101,28;1.092,95;1.099,23;;
2017-10-27;1.092,59;1.097,6;1.089,73;1.096,99;;
2017-10-26;1.087,02;1.091,1;1.077,22;1.078,1;;
2017-10-25;1.083,37;1.085,96;1.078,91;1.083,95;;
2017-10-24;1.090,4;1.091,34;1.083,33;1.085,63;;
2017-10-23;1.086,73;1.093;1.084,1;1.091,93;;
2017-10-20;1.091,46;1.092,4;1.081,78;1.083,56;;
2017-10-19;1.082,7;1.090,39;1.079,05;1.089,88;;
2017-10-18;1.093,75;1.096,78;1.086,99;1.090,41;;
2017-10-17;1.101,83;1.102,42;1.090,05;1.092,96;;
2017-10-16;1.103,55;1.106,58;1.093,9;1.097,18;;
2017-10-13;1.095,45;1.103,77;1.093,92;1.103,66;;
2017-10-12;1.089,71;1.094,37;1.088,02;1.091,19;;
2017-10-11;1.088,69;1.093,43;1.086,02;1.092,07;;
2017-10-10;1.088,49;1.096,97;1.086,96;1.091,61;;
2017-10-09;1.086,57;1.094,19;1.086,57;1.092,97;;
2017-10-06;1.083,73;1.089,96;1.076,9;1.089,96;;
2017-10-05;1.085,85;1.089,21;1.079,34;1.080,12;;
2017-10-04;1.078,95;1.087,64;1.078,24;1.081,47;;
2017-10-03;1.081,31;1.084,48;1.079,28;1.082,55;;
2017-10-02;1.086,03;1.087,33;1.081,98;1.082,22;;
2017-09-29;1.090;1.092,71;1.085,84;1.087,04;;
2017-09-28;1.089,66;1.094,08;1.085,01;1.093,07;;
2017-09-27;1.101,88;1.103,73;1.091,64;1.092,6;;
2017-09-26;1.111,56;1.114,38;1.097,53;1.097,73;;
2017-09-25;1.088,99;1.105,16;1.087,95;1.104,52;;
2017-09-22;1.080,01;1.085,57;1.079,77;1.083,19;;
2017-09-21;1.093,03;1.093,43;1.082,37;1.084,76;;
2017-09-20;1.092,2;1.096,01;1.079,5;1.083,75;;
2017-09-19;1.092,61;1.094,73;1.090,7;1.092,08;;
2017-09-18;1.103,08;1.104,45;1.092,15;1.094,41;;
2017-09-15;1.111,21;1.115,32;1.103,52;1.103,91;;
2017-09-14;1.113,64;1.119,32;1.107,1;1.118,65;;
2017-09-13;1.113,29;1.114,1;1.102,97;1.105,19;;
2017-09-12;1.112,81;1.116,25;1.108,93;1.116,23;;
2017-09-11;1.114,78;1.116,13;1.105,82;1.106,48;;
2017-09-08;1.118,58;1.125,68;1.113,92;1.116,94;;
2017-09-07;1.114,55;1.127,43;1.113,31;1.126,92;;
2017-09-06;1.122,85;1.125,14;1.116,79;1.118,26;;
2017-09-05;1.122,1;1.130,46;1.117,33;1.126,75;;
2017-09-04;1.121,8;1.124,7;1.119,12;1.120,5;;
2017-09-01;1.108,98;1.114,68;1.104,64;1.111,68;;
2017-08-31;1.106,98;1.119,38;1.100,51;1.117,49;;
2017-08-30;1.099,2;1.102,27;1.095,79;1.098,39;;
2017-08-29;1.093,31;1.100,43;1.083,64;1.086,97;;
2017-08-28;1.084,94;1.100;1.084,7;1.098,52;;
2017-08-25;1.089,49;1.095,61;1.084,31;1.093,58;;
2017-08-24;1.093,22;1.093,74;1.088,53;1.089,51;;
2017-08-23;1.089,23;1.094,05;1.087,3;1.093,94;;
2017-08-22;1.096,74;1.097,85;1.090,43;1.091,78;;
2017-08-21;1.091,09;1.099,57;1.090,68;1.098,51;;
2017-08-18;1.097,79;1.107,73;1.093,74;1.095,31;;
2017-08-17;1.097,5;1.102,86;1.096,52;1.101,06;;
2017-08-16;1.085,88;1.096,36;1.083,04;1.095,78;;
2017-08-15;1.091,37;1.091,61;1.079,53;1.082,53;;
2017-08-14;1.090,87;1.093,07;1.083,97;1.086,35;;
2017-08-11;1.093,76;1.097,79;1.089,6;1.096,79;;
2017-08-10;1.088,86;1.097,64;1.086,58;1.096,45;;
2017-08-09;1.075,08;1.089,95;1.074,96;1.088,87;;
2017-08-08;1.064,51;1.070,85;1.059,58;1.062,46;;
2017-08-07;1.066,54;1.068,03;1.064,74;1.066,24;;
2017-08-04;1.069,07;1.070,27;1.057,1;1.061;;
2017-08-03;1.067,93;1.071,09;1.062,2;1.069,56;;
2017-08-02;1.072,74;1.075,94;1.068,26;1.070,8;;
2017-08-01;1.074,71;1.078,47;1.070,81;1.074,27;;
2017-07-31;1.082,2;1.083,26;1.079,7;1.082,53;;
2017-07-28;1.073,46;1.083,17;1.072,29;1.081,84;;
2017-07-27;1.077,87;1.081,83;1.073,62;1.076,41;;
2017-07-26;1.073,67;1.084,71;1.068,44;1.082,9;;
2017-07-25;1.073,35;1.075,45;1.068,22;1.068,92;;
2017-07-24;1.078,19;1.080,44;1.074,96;1.077,65;;
2017-07-21;1.068,92;1.078,52;1.068,18;1.077,81;;
2017-07-20;1.080,85;1.086,2;1.075,76;1.083,08;;
2017-07-19;1.077,69;1.078,49;1.072,72;1.076,16;;
2017-07-18;1.067,81;1.076,85;1.067,05;1.075,3;;
2017-07-17;1.073,84;1.078,25;1.072,88;1.076,74;;
2017-07-14;1.066,44;1.079,6;1.064,66;1.076,56;;
2017-07-13;1.068,33;1.072,44;1.066;1.066,31;;
2017-07-12;1.062,99;1.070,1;1.061,15;1.065,97;;
2017-07-11;1.064,88;1.067,48;1.059,55;1.067,45;;
2017-07-10;1.065,73;1.066,9;1.058,56;1.064,53;;
2017-07-07;1.073,6;1.074,78;1.058,42;1.062,38;;
2017-07-06;1.077,68;1.079,65;1.074,05;1.076,12;;
2017-07-05;1.080,42;1.084,74;1.074,79;1.082,18;;
2017-07-04;1.076,41;1.080,04;1.075,32;1.077,45;;
2017-07-03;1.090,81;1.090,81;1.072,14;1.073,42;;
2017-06-30;1.091,31;1.093,77;1.086,86;1.087,89;;
2017-06-29;1.094,86;1.098,05;1.086,55;1.091,16;;
2017-06-28;1.096,07;1.102,42;1.096,07;1.098,72;;
2017-06-27;1.103,49;1.110,74;1.100,79;1.105,79;;
2017-06-26;1.122,58;1.122,87;1.105,88;1.110,76;;
2017-06-23;1.119,45;1.126,65;1.118,8;1.124,76;;
2017-06-22;1.115,6;1.123,34;1.115,6;1.119,61;;
2017-06-21;1.115,13;1.119,45;1.113,8;1.118,3;;
2017-06-20;1.115,01;1.118,72;1.112,76;1.113,88;;
2017-06-19;1.118,72;1.119,31;1.110,19;1.110,56;;
2017-06-16;1.123,39;1.125,79;1.121,16;1.122,94;;
2017-06-15;1.128,81;1.134,21;1.121,24;1.123,37;;
2017-06-14;1.130,79;1.141,94;1.122,45;1.125,81;;
2017-06-13;1.128,23;1.129,52;1.123,3;1.127,89;;
2017-06-12;1.131,58;1.132,01;1.126,24;1.128,31;;
2017-06-09;1.145,64;1.146,06;1.132,17;1.133,95;;
2017-06-08;1.146,18;1.147,83;1.132,67;1.138,12;;
2017-06-07;1.154,28;1.154,28;1.145,52;1.146,37;;
2017-06-06;1.136,79;1.150,71;1.136,79;1.147,97;;
2017-06-05;1.138,17;1.140,72;1.136,27;1.137,16;;
2017-06-02;1.128,76;1.140,55;1.123,07;1.140,55;;
2017-06-01;1.131,1;1.132,28;1.124,75;1.128,35;;
2017-05-31;1.125,87;1.134,9;1.122,64;1.131,12;;
2017-05-30;1.133,81;1.137,02;1.127,57;1.130,4;;
2017-05-29;1.132,37;1.133,22;1.131,11;1.132,38;;
2017-05-26;1.121,43;1.133,91;1.119,9;1.131,83;;
2017-05-25;1.122,22;1.123,2;1.118,42;1.119,68;;
2017-05-24;1.118,15;1.124,75;1.115,07;1.124,41;;
2017-05-23;1.123,74;1.126,92;1.115,35;1.115,62;;
2017-05-22;1.116,23;1.122,95;1.113,55;1.121,1;;
2017-05-19;1.115,04;1.123,84;1.115,02;1.123,12;;
2017-05-18;1.133,40;1.136,41;1.120,06;1.120,51;;
2017-05-17;1.112,6;1.134,56;1.112,48;1.134,56;;
2017-05-16;1.113,56;1.120,36;1.112,72;1.118,4;;
2017-05-15;1.119,5;1.127,49;1.118,5;1.121,37;;
2017-05-12;1.126,52;1.132,59;1.125,96;1.129,32;;
2017-05-11;1.122,5;1.130,02;1.121,41;1.127,85;;
2017-05-10;1.122,7;1.126,2;1.119,06;1.120,25;;
2017-05-09;1.126,3;1.128,44;1.115,59;1.121,53;;
2017-05-08;1.126,92;1.130,36;1.120,7;1.120,7;;
2017-05-05;1.120,6;1.127,03;1.118,86;1.120,88;;
2017-05-04;1.133,6;1.136,03;1.121,92;1.123,55;;
2017-05-03;1.151,09;1.151,1;1.132,18;1.134,62;;
2017-05-02;1.150,95;1.152,15;1.147,15;1.151,12;;
2017-04-28;1.156,72;1.160,59;1.156,01;1.160,13;;
2017-04-27;1.166,17;1.166,72;1.159,62;1.161,94;;
2017-04-26;1.160,21;1.166,25;1.157,27;1.164,8;;
2017-04-25;1.172,42;1.173,56;1.159,13;1.160,3;;
2017-04-24;1.173,46;1.177,42;1.168,04;1.175,71;;
2017-04-21;1.198,29;1.203,81;1.195,27;1.200,69;;
2017-04-20;1.191,1;1.194,15;1.188,48;1.193;;
2017-04-19;1.202,62;1.203,5;1.189,43;1.193,5;;
2017-04-18;1.203,08;1.209,79;1.198,33;1.207,1;;
2017-04-13;1.209,9;1.212,29;1.206,24;1.211,34;;
2017-04-12;1.201,72;1.213,4;1.200;1.213,13;;
2017-04-11;1.182,51;1.201,2;1.180,67;1.200,48;;
2017-04-10;1.184,45;1.187,99;1.179,63;1.186,23;;
2017-04-07;1.177,96;1.195,43;1.176,63;1.180,82;;
2017-04-06;1.177,94;1.180,36;1.172,2;1.173,69;;
2017-04-05;1.176,39;1.177,5;1.165,07;1.175,78;;
2017-04-04;1.178,21;1.184,12;1.177,49;1.179,47;;
2017-04-03;1.171,2;1.175,88;1.167,6;1.175,73;;
2017-03-31;1.163,09;1.169,37;1.159,88;1.167,6;;
2017-03-30;1.167,42;1.167,83;1.157,47;1.157,91;;
2017-03-29;1.164,32;1.166,97;1.160,83;1.166,25;;
2017-03-28;1.154,49;1.158,77;1.149,31;1.152,55;;
2017-03-27;1.153,06;1.158,05;1.150,6;1.152,1;;
2017-03-24;1.152,08;1.158,47;1.148,69;1.152,55;;
2017-03-23;1.156,36;1.161,58;1.152,55;1.154,2;;
2017-03-22;1.152,97;1.157,92;1.151,37;1.154,44;;
2017-03-21;1.142,94;1.154,94;1.135,95;1.153,52;;
2017-03-20;1.147,2;1.149,1;1.144,29;1.147,91;;
2017-03-17;1.142,56;1.147,04;1.140,65;1.145,02;;
2017-03-16;1.136,96;1.149,81;1.136,34;1.143,97;;
2017-03-15;1.128,79;1.150,31;1.127,91;1.147,88;;
2017-03-14;1.130,76;1.135,78;1.126,54;1.128,11;;
2017-03-13;1.130,38;1.135,81;1.127,09;1.128,2;;
2017-03-10;1.132,09;1.137,01;1.126,97;1.135,74;;
2017-03-09;1.145,13;1.145,92;1.136,86;1.138,24;;
2017-03-08;1.151,72;1.154,2;1.143,33;1.144,55;;
2017-03-07;1.158,72;1.160,36;1.148,25;1.149,59;;
2017-03-06;1.164,74;1.165,82;1.156,55;1.157,06;;
2017-03-03;1.168,55;1.169,97;1.157,97;1.168,59;;
2017-03-02;1.188,94;1.188,94;1.171,1;1.174,01;;
2017-03-01;1.184,97;1.187,19;1.174,66;1.186,39;;
2017-02-28;1.181,92;1.187,32;1.177,68;1.177,91;;
2017-02-27;1.188,13;1.193,67;1.181,86;1.183,37;;
2017-02-24;1.177,66;1.187,72;1.176,37;1.184,82;;
2017-02-23;1.170,5;1.183,08;1.168,95;1.181,66;;
2017-02-22;1.175,87;1.179,78;1.171,83;1.177,03;;
2017-02-21;1.174,6;1.175,70;1.163,85;1.172,96;;
2017-02-20;1.162,88;1.166,95;1.161,42;1.165,85;;
2017-02-17;1.163,51;1.167,71;1.159,25;1.159,58;;
2017-02-16;1.158,1;1.166,13;1.156,78;1.163,44;;
2017-02-15;1.163,07;1.168,57;1.153,43;1.168,57;;
2017-02-14;1.153,62;1.161,96;1.150,46;1.156,45;;
2017-02-13;1.158,15;1.159,34;1.147,59;1.153;;
2017-02-10;1.155,66;1.163,71;1.149,56;1.160,39;;
2017-02-09;1.161,06;1.163,46;1.148,96;1.149,56;;
2017-02-08;1.156,82;1.167,17;1.153,73;1.164,1;;
2017-02-07;1.156,87;1.157,55;1.150,42;1.155,92;;
2017-02-06;1.142,9;1.153,51;1.140,66;1.153,4;;
2017-02-03;1.131,98;1.136,93;1.127,38;1.136,1;;
2017-02-02;1.119,01;1.133,53;1.118,15;1.125,07;;
2017-02-01;1.122,16;1.124,38;1.110,63;1.121,27;;
2017-01-31;1.111,75;1.129,95;1.110,47;1.125,6;;
2017-01-30;1.124,48;1.128,09;1.118,05;1.124,68;;
2017-01-27;1.113,44;1.115,7;1.105,9;1.115,61;;
2017-01-26;1.122,73;1.123,81;1.107,14;1.110,89;;
2017-01-25;1.125,67;1.126,04;1.112,96;1.117,57;;
2017-01-24;1.134,36;1.134,55;1.122,93;1.124,93;;
2017-01-23;1.136,69;1.138,09;1.129,36;1.136,86;;
2017-01-20;1.133,04;1.142,16;1.127,79;1.137,12;;
2017-01-19;1.128,23;1.130,97;1.121,33;1.129,35;;
2017-01-18;1.141,56;1.141,56;1.127,75;1.129,21;;
2017-01-17;1.126,15;1.140,34;1.125,9;1.139,02;;
2017-01-16;1.134,01;1.139,9;1.133,63;1.135,53;;
2017-01-13;1.121,02;1.126,22;1.114,71;1.123,21;;
2017-01-12;1.115,48;1.130,06;1.115,48;1.119,6;;
2017-01-11;1.130,99;1.140,55;1.121,33;1.134,58;;
2017-01-10;1.118,22;1.126,56;1.117;1.124,03;;
2017-01-09;1.117,83;1.127,51;1.115,51;1.123,07;;
2017-01-06;1.114,88;1.115,7;1.105,97;1.107,33;;
2017-01-05;1.108,44;1.128,26;1.107,75;1.124,01;;
2017-01-04;1.110,16;1.118,71;1.107,98;1.114,66;;
2017-01-03;1.107,9;1.119,91;1.103,93;1.115,97;;
2017-01-02;1.101,2;1.101,2;1.101,2;1.101,2;;
2016-12-30;1.098,94;1.103,43;1.091,04;1.093,26;;
2016-12-29;1.092,72;1.108,95;1.092,48;1.107,78;;
2016-12-28;1.094,65;1.100,41;1.093,05;1.097,6;;
2016-12-27;1.085,83;1.100,29;1.083,66;1.090,34;;
2016-12-23;1.080,23;1.087,03;1.080,18;1.085,44;;
2016-12-22;1.083,45;1.085,73;1.080,15;1.080,92;;
2016-12-21;1.086,84;1.091,2;1.084,06;1.085,72;;
2016-12-20;1.098,43;1.099,63;1.086,71;1.092,56;;
2016-12-19;1.092,67;1.096,08;1.091,12;1.092,27;;
2016-12-16;1.081,41;1.092,86;1.079,42;1.087,03;;
2016-12-15;1.096,88;1.098,26;1.077,99;1.082,95;;
2016-12-14;1.088,44;1.094,5;1.070,84;1.074,23;;
2016-12-13;1.096,12;1.097,7;1.088,41;1.091,68;;
2016-12-12;1.091,7;1.100,21;1.087,52;1.097,02;;
2016-12-09;1.109;1.109,96;1.095,42;1.098,92;;
2016-12-08;1.091,56;1.095,11;1.086,78;1.087,8;;
2016-12-07;1.090,22;1.099,82;1.086,63;1.094,14;;
2016-12-06;1.090,66;1.094,91;1.087,39;1.089,86;;
2016-12-05;1.096,55;1.100,62;1.081,93;1.093,61;;
2016-12-02;1.101,11;1.106,84;1.096,97;1.106,24;;
2016-12-01;1.104,38;1.107,28;1.092,91;1.102,54;;
2016-11-30;1.117,69;1.123,59;1.101,43;1.103,29;;
2016-11-29;1.129,17;1.129,88;1.117,2;1.123,64;;
2016-11-28;1.129,29;1.131,16;1.117,83;1.127,09;;
2016-11-25;1.118,72;1.126,14;1.106,17;1.116,65;;
2016-11-24;1.126,69;1.128,46;1.120,55;1.122,62;;
2016-11-23;1.144,28;1.145,96;1.114,97;1.120,62;;
2016-11-22;1.143,43;1.150,05;1.136,7;1.141,97;;
2016-11-21;1.140,61;1.145,36;1.137,69;1.142,16;;
2016-11-18;1.144,79;1.145,76;1.132,78;1.136,68;;
2016-11-17;1.143,03;1.148,81;1.130,54;1.134,84;;
2016-11-16;1.148,64;1.151,86;1.141,48;1.144,71;;
2016-11-15;1.135,43;1.143,77;1.133,16;1.141,44;;
2016-11-14;1.130,88;1.139,75;1.124,59;1.133,18;;
2016-11-11;1.154,75;1.160,5;1.119,47;1.125,87;;
2016-11-10;1.173,02;1.185,7;1.150,32;1.155,7;;
2016-11-09;1.157,35;1.212,41;1.151,93;1.159,3;;
2016-11-08;1.161,71;1.168,8;1.153,56;1.155,68;;
2016-11-07;1.169,37;1.169,37;1.155,71;1.158,61;;
2016-11-04;1.175,63;1.177,79;1.167,41;1.176,24;;
2016-11-03;1.173,39;1.180,56;1.162,41;1.177,37;;
2016-11-02;1.161,48;1.178,21;1.160,45;1.169,9;;
2016-11-01;1.158,1;1.171,78;1.157,29;1.169,02;;
2016-10-31;1.166,61;1.168,22;1.161,86;1.166,1;;
2016-10-28;1.161,34;1.175,66;1.156,16;1.168,47;;
2016-10-27;1.159,52;1.164,64;1.157,98;1.159,6;;
2016-10-26;1.165,45;1.168,18;1.157,91;1.159,73;;
2016-10-25;1.163,64;1.174,33;1.161,25;1.171,8;;
2016-10-24;1.162,91;1.167,73;1.157,89;1.160,99;;
2016-10-21;1.163,01;1.164,69;1.158,7;1.163,51;;
2016-10-20;1.156,14;1.160,08;1.152,06;1.152,91;;
2016-10-19;1.149,8;1.159,39;1.148,12;1.156,12;;
2016-10-18;1.141,38;1.150,55;1.141,38;1.148,55;;
2016-10-17;1.139,04;1.143,37;1.137,62;1.142,3;;
2016-10-14;1.143,98;1.144,33;1.134,55;1.136,94;;
2016-10-13;1.137,98;1.143,13;1.135,41;1.139,71;;
2016-10-12;1.136,43;1.141,48;1.134,42;1.139,12;;
2016-10-11;1.136,44;1.138,97;1.130,72;1.130,72;;
2016-10-10;1.129,48;1.133,53;1.126,32;1.128,79;;
2016-10-07;1.126,4;1.135,15;1.115,78;1.128,2;;
2016-10-06;1.133,16;1.134,95;1.117,94;1.121,79;;
2016-10-05;1.131,79;1.138,99;1.126,06;1.129,87;;
2016-10-04;1.175,92;1.176,5;1.135,47;1.136,39;;
2016-10-03;1.174,03;1.174,49;1.165,54;1.167,52;;
2016-09-30;1.183,51;1.189,94;1.176,83;1.179,47;;
2016-09-29;1.178,59;1.181,49;1.173,28;1.177,02;;
2016-09-28;1.182,09;1.182,69;1.174,41;1.177,66;;
2016-09-27;1.192,52;1.193,95;1.181,24;1.182,34;;
2016-09-26;1.188,79;1.191,62;1.183,63;1.188,03;;
2016-09-23;1.192,57;1.195,46;1.189,53;1.193,11;;
2016-09-22;1.187,88;1.195,59;1.184,73;1.189,82;;
2016-09-21;1.179,28;1.198,97;1.174,46;1.198,97;;
2016-09-20;1.173,77;1.178,27;1.173,4;1.176,02;;
2016-09-19;1.173,65;1.180,67;1.173,65;1.176,47;;
2016-09-16;1.171,2;1.174,2;1.164,11;1.167,03;;
2016-09-15;1.175,25;1.179,91;1.164,11;1.167,98;;
2016-09-14;1.175,6;1.181,75;1.173,61;1.179,07;;
2016-09-13;1.180,48;1.184,39;1.170,29;1.172,5;;
2016-09-12;1.183,48;1.184,99;1.176,76;1.182,87;;
2016-09-09;1.187,57;1.188,83;1.178,64;1.178,64;;
2016-09-08;1.190,86;1.194,18;1.182,76;1.184,35;;
2016-09-07;1.200,42;1.203,76;1.195,26;1.197,06;;
2016-09-06;1.188,68;1.211,41;1.187,47;1.209,71;;
2016-09-05;1.186;1.190,8;1.185,01;1.189,6;;
2016-09-02;1.174,2;1.187,63;1.170,33;1.183,85;;
2016-09-01;1.174,68;1.179,76;1.168,79;1.178,81;;
2016-08-31;1.178,29;1.182,19;1.172,72;1.175,85;;
2016-08-30;1.185,15;1.186,45;1.172,56;1.173,82;;
2016-08-29;1.180,93;1.186,18;1.177,73;1.184,64;;
2016-08-26;1.170,88;1.188,14;1.169,12;1.170,96;;
2016-08-25;1.172,94;1.175,49;1.167,69;1.170,8;;
2016-08-24;1.187,42;1.189,22;1.174,94;1.175,33;;
2016-08-23;1.180,85;1.185,78;1.178,21;1.180,11;;
