Datum;Erster;Hoch;Tief;Schlusskurs;Stuecke;Volumen
2005-04-07;331,0377;331,8115;329,877;330,3412;0;0
2005-04-06;331,1042;332,6594;329,9378;332,1929;0;0
2005-04-05;330,8353;332,6308;330,2108;332,0843;0;0
2005-04-04;330,7459;331,4445;328,1844;329,6593;0;0
2005-04-01;329,7322;331,5071;327,8802;329,1149;0;0
2005-03-30;329,9081;331,1443;329,1354;330,1398;0;0
2005-03-29;330,574;331,1929;329,5683;330,3419;0;0
2005-03-24; ; ; ;327,3764;0;0
2005-03-23;327,9693;328,5058;325,0575;325,7471;0;0
2005-03-22;326,9829;328,6528;323,7951;324,5541;0;0
2005-03-21;331,2372;331,3887;325,1004;326,6914;0;0
2005-03-18;329,2417;331,5762;328,338;331,1243;0;0
2005-03-17;331,6639;332,1124;326,8799;328,0012;0;0
2005-03-16;331,1149;332,3114;329,6194;332,0123;0;0
2005-03-15;329,8961;331,9883;328,4764;329,7467;0;0
2005-03-14;331,5136;332,4858;329,1953;330,2423;0;0
2005-03-11;329,3083;333,4824;328,2648;332,2898;0;0
2005-03-10;330,0022;330,3005;328,7344;329,2565;0;0
2005-03-09;330,4361;331,7848;329,0124;330,586;0;0
2005-03-08;329,2315;332,9307;328,25;332,6287;0;0
2005-03-07;329,6204;330,075;327,6502;329,6204;0;0
2005-03-04;327,8689;331,2238;327,1826;330,4613;0;0
2005-03-03;329,7322;330,0365;326,3847;327,602;0;0
2005-03-02;329,3642;331,3488;327,2269;330,5091;0;0
2005-03-01;329,1465;329,8275;326,0442;327,7088;0;0
2005-02-28;330,0143;330,6178;328,5057;328,8829;0;0
2005-02-25;329,2062;332,0167;327,4592;330,6494;0;0
2005-02-24;328,4314;329,7888;326,0181;327,6772;0;0
2005-02-23;328,5617;330,228;326,8954;329,3191;0;0
2005-02-22;327,2948;329,8719;326,2336;329,6445;0;0
2005-02-21;327,4607;328,2267;327,0777;327,614;0;0
2005-02-18;328,4378;328,7062;326,5588;328,0926;0;0
2005-02-17;326,4704;328,4257;325,5885;327,5056;0;0
2005-02-16;326,6871;326,8405;323,773;326,5337;0;0
2005-02-15;326,1371;328,5188;325,5224;327,2895;0;0
2005-02-14;326,444;328,9119;325,75;328,5263;0;0
2005-02-11;325,1653;328,6659;323,9984;327,7324;0;0
2005-02-10;324,4111;328,0895;322,5327;327,1503;0;0
2005-02-09;324,3222;324,4789;321,8931;324,0088;0;0
2005-02-08;324,8198;324,8198;321,9994;323,0962;0;0
2005-02-07;323,1081;324,5095;321,2395;322,7966;0;0
2005-02-04;321,1144;322,6578;319,6481;320,2655;0;0
2005-02-03;324,2058;324,3597;318,7447;321,2061;0;0
2005-02-02;323,1759;324,0946;322,2571;322,8696;0;0
2005-02-01;323,4052;324,4032;322,1003;323,6355;0;0
2005-01-31;325,7384;326,4288;322,2862;324,5109;0;0
2005-01-28;327,2727;329,2674;325,2781;327,6563;0;0
2005-01-27;328,9575;328,9575;325,5796;327,4989;0;0
2005-01-26;324,875;329,258;324,5675;328,1815;0;0
2005-01-25;328,0614;328,4453;323,3013;324,6065;0;0
2005-01-24;327,8224;328,0138;326,5212;327,1336;0;0
2005-01-21;326,6219;330,7105;325,9276;329,3991;0;0
2005-01-20;326,7625;327,381;324,9072;326,6852;0;0
2005-01-19;324,314;326,607;322,6324;323,1675;0;0
2005-01-18;323,124;324,8851;322,4349;324,2726;0;0
2005-01-17;323,2709;323,8823;322,4303;323,0417;0;0
2005-01-14;323,5047;323,5047;321,2894;323,1228;0;0
2005-01-13;322,9293;322,9293;319,9819;321,5689;0;0
2005-01-12;322,0565;325,8239;320,0396;324,6061;0;0
2005-01-11;321,3117;322,1487;320,3987;321,6921;0;0
2005-01-10;320,6136;322,0636;319,6978;320,1557;0;0
2005-01-07;320,6061;322,1212;315,5303;317,5758;0;0
2005-01-06;323,902;323,902;318,8197;319,8817;0;0
2005-01-05;322,8978;324,2589;321,6878;322,8221;0;0
2005-01-04;320,838;321,1373;317,1717;319,7905;0;0
2005-01-03;323,0177;323,4619;316,1324;316,4285;0;0
2004-12-31;321,6357;322,5901;321,0484;322,1496;0;0
2004-12-30;321,2291;322,6992;318,7298;321,7436;0;0
2004-12-29;326,6461;326,8665;318,6361;320,7672;0;0
2004-12-28;326,4872;327,0007;325,0202;325,497;0;0
2004-12-27;327,8628;329,5631;326,9757;329,0456;0;0
2004-12-24;327,3519;327,3519;326,4658;327,2043;0;0
2004-12-23;328,7009;329,5927;327,2889;327,9578;0;0
2004-12-22;330,6934;331,3658;327,8541;328,5266;0;0
2004-12-21;330,3718;330,9691;328,8039;330,2225;0;0
2004-12-20;330,2437;332,1872;329,6457;331,4397;0;0
2004-12-17;330,971;333,459;329,8402;332,9312;0;0
2004-12-16;329,9008;330,5723;325,7966;326,4682;0;0
2004-12-15;327,1314;330,0456;326,2348;329,1489;0;0
2004-12-14;329,0531;330,7802;326,7252;327,326;0;0
2004-12-13;330,2683;332,0018;328,158;331,1727;0;0
2004-12-10;340,3078;346,2967;327,1928;329,6945;0;0
2004-12-09;337,392;343,3296;324,9906;329,1995;0;0
2004-12-08;337,5188;343,4586;325,8647;330,6767;0;0
2004-12-07;333,6058;339,4768;326,9917;335,4637;0;0
2004-12-06;334,1273;340,0074;327,5028;336,8068;0;0
2004-12-03;337,5188;343,4586;330,8271;343,0075;0;0
2004-12-02;341,7455;342,9848;330,4792;341,7455;0;0
2004-12-01;341,5827;343,0119;330,9764;341,5827;0;0
2004-11-30;339,4509;342,3467;330,9515;339,4509;0;0
2004-11-29;342,7946;343,5872;332,1507;342,7946;0;0
2004-11-26;343,141;343,1787;339,4773;342,1967;0;0
2004-11-25;341,0278;343,2226;340,7251;342,0117;0;0
2004-11-24;341,5488;342,5376;340,8641;341,9291;0;0
2004-11-23;341,6991;344,0293;340,6677;341,8901;0;0
2004-11-22;343,3592;345,1239;342,4001;344,5101;0;0
2004-11-19;340,6298;343,1644;339,8618;342,3195;0;0
2004-11-18;342,6367;342,9438;338,145;340,9091;0;0
2004-11-17;340,2042;341,9315;339,3214;341,6244;0;0
2004-11-16;337,6764;339,9892;337,2138;339,2183;0;0
2004-11-15;338,6723;340,2547;336,6268;337,4759;0;0
2004-11-12;337,0482;339,9892;336,5065;339,1378;0;0
2004-11-11;337,3157;338,0915;335,2211;337,7036;0;0
2004-11-10;334,4379;337,5202;333,5131;334,669;0;0
2004-11-09;335,9926;338,5485;335,218;337,4642;0;0
2004-11-08;336,301;336,9203;333,7462;334,6752;0;0
2004-11-05;334,2797;334,7075;333,3852;334,3186;0;0
2004-11-04;332,2976;336,8805;331,9481;333,7735;0;0
2004-11-03;330,4846;335,1105;330,0925;335,1105;0;0
2004-11-02;334,9862;336,8752;328,296;332,1527;0;0
2004-11-01;336,9156;338,0138;334,6407;335,2683;0;0
2004-10-29;335,1653;335,6363;333,124;333,6735;0;0
2004-10-28;334,1987;336,4802;331,1305;334,0414;0;0
2004-10-27;333,646;335,5222;330,8318;331,7308;0;0
2004-10-26;335,1846;335,1846;332,9161;334,4024;0;0
2004-10-25;335,7567;336,8512;334,7405;335,2095;0;0
2004-10-22;336,5461;337,5377;334,8406;336,9031;0;0
2004-10-21;337,141;338,5293;334,6026;336,1098;0;0
2004-10-20;334,3129;338,6815;333,5981;337,4106;0;0
2004-10-19;331,8411;336,5577;331,7611;336,3978;0;0
2004-10-18;336,2193;337,2615;333,654;334,3755;0;0
2004-10-15;336,7972;339,9388;336,3944;337,6833;0;0
2004-10-14;336,5921;339,0159;334,5722;338,0464;0;0
2004-10-13;337,8984;339,1212;333,7409;339,1212;0;0
2004-10-12;341,6179;341,9428;336,8259;337,1508;0;0
2004-10-11;341,1879;341,9141;339,6546;340,7037;0;0
2004-10-08;340,4385;344,2956;339,3423;343,646;0;0
2004-10-07;340,8666;341,6795;339,0781;340,2569;0;0
2004-10-06;341,2311;342,2895;339,3584;341,0682;0;0
2004-10-05;336,801;338,6704;336,1509;338,0202;0;0
2004-10-04;339,293;339,6993;334,5794;336,6111;0;0
2004-09-30;332,7424;333,4676;331,9365;332,3394;0;0
2004-09-29;334,1719;335,7137;333,5227;335,0645;0;0
2004-09-24;329,3525;334,9582;329,1088;332,8703;0;0
2004-09-16;336,404;336,404;333,7967;334,1832;0;0
2004-09-15;334,2049;334,2049;331,6146;331,9987;0;0
2004-09-14;334,2322;334,2322;331,6417;332,0258;0;0
2004-09-13;334,2596;334,2596;331,6688;332,0529;0;0
2004-09-10;334,7246;334,7246;332,1303;332,5149;0;0
2004-09-09;335,4934;335,4934;332,8931;333,2786;0;0
2004-09-08;339,7292;339,7292;337,0961;337,4865;0;0
2004-09-07;338,6042;338,6042;335,9798;336,3689;0;0
2004-09-06;338,8286;338,8286;336,2025;336,5918;0;0
2004-09-03;335,9343;335,9343;333,3306;333,7166;0;0
2004-09-02;336,0171;336,0171;333,4127;333,7989;0;0
2004-09-01;337,1138;337,1138;334,4839;336,1275;0;0
2004-08-31;337,2141;339,8563;335,9177;338,7004;0;0
2004-08-30;336,0173;339,9187;336,0007;338,051;0;0
2004-08-27;337,1949;338,8498;332,1059;333,9677;0;0
2004-08-26;335,8678;338,5951;334,3223;336,7769;0;0
2004-08-25;335,1544;337,9687;334,724;337,0582;0;0
2004-08-24;335,3654;338,3722;331,4935;332,4409;0;0
2004-08-23;335,5918;336,4898;334,6122;335,9184;0;0
2004-08-20;331,5708;337,4278;329,6998;336,533;0;0
2004-08-19;327,2919;329,3147;327,2109;329,3147;0;0
2004-08-18;327,143;328,846;325,521;328,035;0;0
2004-08-17;326,1469;328,7405;324,4853;328,011;0;0
2004-08-16;324,7143;327,0649;323,2958;326,6596;0;0
2004-08-13;323,308;327,1135;321,221;326,6634;0;0
2004-08-12;323,515;325,1061;321,3936;322,3319;0;0
2004-08-11;325,9626;327,3114;321,2213;323,4693;0;0
2004-08-10;325,2708;326,8181;324,2935;324,4157;0;0
2004-08-09;325,9982;327,4271;324,9367;327,223;0;0
2004-08-06;325,3481;333,0156;325,058;331,565;0;0
2004-08-05;326,1501;327,1882;324,6554;326,4408;0;0
2004-08-04;329,0078;329,0078;325,9618;327,2136;0;0
2004-08-03;326,3184;328,5643;323,615;327,9404;0;0
2004-08-02;326,628;327,5404;324,4297;325,4251;0;0
2004-07-30;322,9089;326,1068;322,9089;325,1931;0;0
2004-07-29;325,1289;325,6278;320,8714;322,5511;0;0
2004-07-28;322,8353;323,9156;320,2426;323,5832;0;0
2004-07-27;320,595;324,0056;317,1022;319,0746;0;0
2004-07-26;322,5767;323,3166;320,028;321,4667;0;0
2004-07-23;324,3376;324,7068;319,8261;320,8925;0;0
2004-07-22;323,5246;324,9919;321,4705;322,3427;0;0
2004-07-21;326,4476;326,9356;321,1207;323,2759;0;0
2004-07-20;327,3314;329,4308;322,7291;322,7291;0;0
2004-07-19;328,3919;328,9156;325,7734;327,2639;0;0
2004-07-16;326,9651;330,2437;326,8841;329,2318;0;0
2004-07-15;327,0567;327,7436;324,5919;327,178;0;0
2004-07-14;324,368;328,4468;324,368;327,518;0;0
2004-07-13;329,2919;329,3728;323,634;325,5335;0;0
2004-07-12;329,1119;330,2009;327,1759;329,0716;0;0
2004-07-09;329,6153;330,5852;327,6592;329,7365;0;0
2004-07-08;325,6398;331,4302;324,0849;330,013;0;0
2004-07-07;317,7147;326,7379;317,6337;325,7263;0;0
2004-07-06;323,0969;324,7624;316,3133;319,1161;0;0
2004-07-05;324,9512;325,1139;323,4049;323,8525;0;0
2004-07-02;325,4857;329,6016;322,9997;327,8729;0;0
2004-07-01;322,403;326,0602;322,403;325,6903;0;0
2004-06-30;322,8301;326,4089;322,501;324,5989;0;0
2004-06-29;328,9506;329,7313;325,4992;326,5264;0;0
2004-06-28;329,1284;332,0364;327,8588;328,9236;0;0
2004-06-25;331,6856;332,6331;330,4333;332,0563;0;0
2004-06-24;325,7713;339,1602;325,5238;332,4534;0;0
2004-06-23;327,1283;329,0726;325,2089;327,0042;0;0
2004-06-22;326,1517;328,5502;325,4487;327,3096;0;0
2004-06-21;325,9577;328,2282;324,3725;325,5036;0;0
2004-06-18;323,2436;329,5549;321,2755;328,5584;0;0
2004-06-17;319,6347;323,5782;319,6347;323,3707;0;0
2004-06-16;323,0221;323,2294;318,2783;319,2901;0;0
2004-06-15;318,4383;323,2097;316,6791;323,2097;0;0
2004-06-14;319,9733;322,1398;318,8318;319,765;0;0
2004-06-11;320,8812;321,8807;319,3237;321,0062;0;0
2004-06-10;319,0342;322,1457;318,5198;320,6522;0;0
2004-06-09;322,2423;322,2423;315,415;316,2787;0;0
2004-06-08;320,6849;322,1897;318,1471;318,6514;0;0
2004-06-07;318,9382;320,4805;318,1671;320,0341;0;0
2004-06-04;318,5692;321,1915;315,9879;320,6588;0;0
2004-06-03;320,0147;321,487;317,1111;317,8881;0;0
2004-06-02;322,1326;323,5989;321,766;323,1916;0;0
2004-06-01;323,3587;326,5064;321,7235;322,9499;0;0
2004-05-31;323,7416;324,8483;323,6596;324,5614;0;0
2004-05-28;324,1875;324,3916;320,6761;322,1868;0;0
2004-05-27;319,5643;325,894;319,5643;325,524;0;0
2004-05-26;320,7087;324,2194;319,9653;321,1218;0;0
2004-05-25;320,6085;323,5513;320,2354;321,8519;0;0
2004-05-24;321,0645;323,613;320,1704;322,9445;0;0
2004-05-21;315,7676;322,1677;315,7676;320,2144;0;0
2004-05-20;320,1225;320,8354;317,5642;318,5288;0;0
2004-05-19;316,2065;319,96;314,7886;319,0425;0;0
2004-05-18;316,9073;318,5763;313,4441;314,6124;0;0
2004-05-17;315,8529;319,471;314,8133;315,8529;0;0
2004-05-14;317,0056;320,1576;316,3701;319,8187;0;0
2004-05-13;319,8258;320,1387;315,5967;317,3898;0;0
2004-05-12;319,0942;324,4075;318,2339;318,6978;0;0
2004-05-11;321,5435;322,3484;317,206;320,5269;0;0
2004-05-10;315,1651;320,2314;314,8695;319,8092;0;0
2004-05-07;321,1712;323,4076;312,7226;315,4146;0;0
2004-05-06;324,7359;325,2724;319,2885;319,825;0;0
2004-05-05;323,6434;326,0597;321,8291;323,7259;0;0
2004-05-04;321,9468;326,3826;320,4129;324,3927;0;0
2004-05-03;324,1446;325,9851;322,6387;323,5589;0;0
2004-04-30;324,7259;332,7321;322,8844;325,1862;0;0
2004-04-29;325,427;330,416;319,1696;326,3995;0;0
2004-04-28;334,7191;335,139;322,4154;329,4281;0;0
2004-04-27;333,5997;335,9805;332,7585;333,3474;0;0
2004-04-26;333,5162;336,132;332,0395;334,9928;0;0
2004-04-23;330,4586;333,9335;330,4165;331,931;0;0
2004-04-22;328,4343;331,8875;327,8447;330,4135;0;0
2004-04-21;333,2629;337,0649;329,292;331,8266;0;0
2004-04-20;336,2821;337,4979;331,9638;332,7604;0;0
2004-04-19;333,6516;336,9728;332,0741;334,6895;0;0
2004-04-16;334,5206;337,5629;332,5092;335,9454;0;0
2004-04-15;336,4255;337,3489;331,8083;334,3267;0;0
2004-04-14;341,2026;342,2928;332,90;333,5709;0;0
2004-04-13;349,6033;353,1315;337,9123;340,6263;0;0
2004-04-08;349,8264;350,6531;346,0235;346,8089;0;0
2004-04-07;346,6243;350,343;344,9715;346,2524;0;0
2004-04-06;343,7965;348,1183;342,6385;346,1538;0;0
2004-04-05;349,3117;351,9448;342,8844;346,409;0;0
2004-04-02;345,7948;348,4738;339,1987;340,1526;0;0
2004-04-01;345,8198;350,9334;344,1153;346,7938;0;0
2004-03-31;344,1999;349,681;342,257;346,6132;0;0
2004-03-30;342,7833;346,5578;341,9627;344,6295;0;0
2004-03-29;347,8709;348,201;343,2497;347,6234;0;0
2004-03-26;342,0274;348,1065;340,6309;346,2581;0;0
2004-03-25;342,2766;344,8566;341,4524;342,9773;0;0
2004-03-24;344,1702;344,4982;339,9885;341,3004;0;0
2004-03-23;339,9723;342,579;338,2616;339,0762;0;0
2004-03-22;333,4818;338,9865;332,6722;338,096;0;0
2004-03-19;333,1578;334,859;329,1478;333,7654;0;0
2004-03-18;332,0447;337,9414;330,7234;335,0053;0;0
2004-03-17;328,5038;332,7239;327,6875;328,7487;0;0
2004-03-16;323,5223;327,2875;322,9555;325,9109;0;0
2004-03-15;322,0802;326,2339;321,9173;324,2385;0;0
2004-03-12;328,8517;329,4851;322,7217;325,2963;0;0
2004-03-11;326,5747;327,8802;324,127;325,1061;0;0
2004-03-10;327,8722;329,3357;323,197;325,433;0;0
2004-03-09;324,5288;328,6546;323,7198;324,8119;0;0
2004-03-08;324,4577;324,9433;322,1107;323,608;0;0
2004-03-05;322,4655;329,3963;321,6864;327,4688;0;0
2004-03-04;323,7425;325,9076;322,1989;324,4834;0;0
2004-03-03;323,6844;326,3197;319,7315;323,7668;0;0
2004-03-02;322,327;324,0203;315,0701;319,1018;0;0
2004-03-01;317,4864;322,8532;317,4063;320,4101;0;0
2004-02-27;318,449;320,583;315,7111;318,7711;0;0
2004-02-26;318,1855;319,5516;313,9264;316,0158;0;0
2004-02-25;319,9382;320,7301;310,9114;316,9293;0;0
2004-02-24;316,7527;321,1989;315,9984;319,3728;0;0
2004-02-23;317,6288;321,1474;315,2433;317,6686;0;0
2004-02-20;324,2912;325,0572;311,1032;320,0268;0;0
2004-02-19;323,0509;324,3084;318,807;322,0685;0;0
2004-02-18;323,9629;325,078;319,4791;323,2221;0;0
2004-02-17;320,0342;323,7284;319,4509;322,3674;0;0
2004-02-16;323,5617;323,6598;320,7127;323,1301;0;0
2004-02-13;321,7463;325,4135;317,3767;324,5943;0;0
2004-02-12;321,2389;323,2698;319,9109;321,5123;0;0
2004-02-11;319,9921;325,2208;319,2035;319,9921;0;0
2004-02-10;318,6697;321,4118;318,0429;320,0799;0;0
2004-02-09;317,195;320,6324;316,4084;319,3188;0;0
2004-02-06;317,1442;326,6821;314,9094;322,6514;0;0
2004-02-05;318,5647;318,6442;315,505;317,5316;0;0
2004-02-04;318,9476;326,7726;318,2849;318,7879;0;0
2004-02-03;316,6071;320,739;315,6933;318,9909;0;0
2004-02-02;323,3047;324,0109;316,6279;319,6774;0;0
2004-01-30;322,0688;331,1733;321,7054;322,9571;0;0
2004-01-29;328,2403;332,8521;317,7334;325,393;0;0
2004-01-28;326,5542;330,3749;321,9374;327,1512;0;0
2004-01-27;322,7211;329,5119;321,8423;324,1192;0;0
2004-01-26;324,2942;327,5149;321,8688;324,6123;0;0
2004-01-23;322,6836;325,2836;320,1623;322,2502;0;0
2004-01-22;323,2494;325,1377;320,653;321,9906;0;0
2004-01-21;327,2944;328,032;323,2728;323,3125;0;0
2004-01-20;324,5453;329,5948;323,1094;326,4598;0;0
2004-01-19;329,6533;330,6797;328,4975;328,6188;0;0
2004-01-16;327,6875;331,8859;324,5017;326,9031;0;0
2004-01-15;332,2913;333,8346;322,6355;326,4741;0;0
2004-01-14;334,0293;334,8172;323,9442;330,5232;0;0
2004-01-13;334,1831;334,8341;331,2809;333,7517;0;0
2004-01-12;332,8266;334,3857;329,7864;331,5014;0;0
2004-01-09;332,7707;335,5971;328,1777;332,3781;0;0
2004-01-08;332,7133;336,6709;330,0617;333,2278;0;0
2004-01-07;333,031;335,0028;331,1381;332,6366;0;0
2004-01-06;332,0398;337,5274;327,199;332,7062;0;0
2004-01-05;328,3163;335,7628;327,9213;332,3062;0;0
2004-01-02;329,614;330,8847;329,217;329,7729;0;0
2003-12-31;329,0736;330,7601;327,8702;329,1766;0;0
2003-12-30;331,9862;334,347;331,4261;333,1066;0;0
2003-12-29;329,8264;332,6426;329,4264;329,6264;0;0
2003-12-24;330,9825;332,6751;330,781;332,1109;0;0
2003-12-23;330,5762;331,7866;329,7692;331,3024;0;0
2003-12-22;329,2183;331,253;327,851;329,1378;0;0
2003-12-19;330,8504;331,1725;327,75;329,9646;0;0
2003-12-18;332,0568;332,3793;328,3883;328,5495;0;0
2003-12-17;330,1046;334,6032;329,6588;330,9151;0;0
2003-12-16;332,1825;332,6445;329,5243;330,6589;0;0
2003-12-15;334,3009;336,0425;328,193;333,1971;0;0
2003-12-12;330,1371;334,1766;329,5863;332,2181;0;0
2003-12-11;332,2229;335,0907;330,352;331,5828;0;0
2003-12-10;333,6465;336,588;331,1954;334,9947;0;0
2003-12-09;331,8241;334,1083;330,8452;332,6399;0;0
2003-12-08;332,3375;342,3228;331,0689;332,4276;0;0
2003-12-05;332,7956;336,4772;332,2785;332,9197;0;0
2003-12-04;334,976;335,415;331,0005;333,1539;0;0
2003-12-03;333,73;334,201;331,3089;332,0112;0;0
2003-12-02;335,9081;338,9144;333,2777;335,1566;0;0
2003-12-01;331,2672;335,3856;330,0191;333,0144;0;0
2003-11-28;330,1234;332,7664;328,6226;332,1244;0;0
2003-11-27;333,2633;333,8767;332,045;332,2551;0;0
2003-11-26;330,952;338,9415;330,4024;331,2056;0;0
2003-11-25;332,7809;335,2711;330,5711;332,9509;0;0
2003-11-24;335,0419;335,3633;329,8232;333,4602;0;0
2003-11-21;331,5825;334,4399;329,9437;332,3809;0;0
2003-11-20;333,4621;333,7392;328,9529;331,0941;0;0
2003-11-19;335,3904;336,3728;326,1965;331,78;0;0
2003-11-18;331,7626;338,3002;331,5503;334,4371;0;0
2003-11-17;335,5787;338,5443;326,7412;333,5875;0;0
2003-11-14;335,3591;339,269;334,8066;337,1866;0;0
2003-11-13;337,5428;340,8818;328,2449;338,5274;0;0
2003-11-12;334,3535;341,9396;333,7284;335,9483;0;0
2003-11-11;335,7832;338,784;322,8233;337,3054;0;0
2003-11-10;333,8675;337,4118;333,0576;333,972;0;0
2003-11-07;333,027;335,8281;329,0004;331,7139;0;0
2003-11-06;333,4352;335,5315;330,0507;332,1251;0;0
2003-11-05;331,0817;335,0911;330,0357;330,1229;0;0
2003-11-04;329,2204;332,1852;328,0869;329,5256;0;0
2003-11-03;332,1684;332,5136;324,4887;330,7015;0;0
2003-10-31;329,8055;335,0112;326,2347;332,3438;0;0
2003-10-30;328,8003;333,6912;324,9617;329,3286;0;0
2003-10-29;327,9014;331,9069;319,347;329,8528;0;0
2003-10-28;332,3053;332,7165;327,6364;329,3069;0;0
2003-10-27;330,8223;330,8223;328,2686;328,5666;0;0
2003-10-24;326,3305;333,1211;325,991;329,5561;0;0
2003-10-23;327,2951;331,8556;324,7497;326,2345;0;0
2003-10-22;325,8509;331,3238;325,1668;329,0149;0;0
2003-10-21;321,2166;328,6157;320,4422;325,3893;0;0
2003-10-20;320,4489;322,1257;318,1701;321,4378;0;0
2003-10-17;321,1417;321,8758;316,0463;319,9758;0;0
2003-10-16;321,2656;322,9875;319,1132;321,4808;0;0
2003-10-15;321,6642;322,3241;318,2364;320,0788;0;0
2003-10-14; ; ; ;321,4286;0;0
2003-10-13;320,7991;321,1413;315,9651;316,7779;0;0
2003-10-10;313,8785;317,4202;312,4364;315,0238;0;0
2003-10-09;318,2474;320,1985;311,9274;314,3875;0;0
2003-10-08;319,3277;321,2376;317,715;318,5213;0;0
2003-10-07;316,7063;320,6577;315,9415;319,5955;0;0
2003-10-06;318,9394;322,6315;318,8099;320,6667;0;0
2003-10-03;327,3147;332,663;313,4092;316,0192;0;0
2003-10-02;328,8573;330,7988;325,9066;326,8902;0;0
2003-10-01;329,9632;330,8628;327,564;328,5922;0;0
2003-09-30;328,3127;333,4621;327,3258;332,99;0;0
2003-09-29;333,567;338,6051;331,8146;334,6622;0;0
2003-09-26;335,2485;336,6849;329,9382;333,1592;0;0
2003-09-25;338,7714;342,5998;333,7249;339,9461;0;0
2003-09-24;335,6445;338,3918;333,6822;335,7753;0;0
2003-09-23;337,404;338,3461;333,8276;335,485;0;0
2003-09-22;331,7928;338,4418;331,7928;336,1528;0;0
2003-09-19;332,5672;339,0647;328,7659;335,7054;0;0
2003-09-18;333,481;336,581;331,9752;335,2524;0;0
2003-09-17;332,9914;336,4253;331,6982;333,7941;0;0
2003-09-16;332,9328;335,0245;330,3071;333,4223;0;0
2003-09-15;333,0379;334,7443;330,1126;331,0877;0;0
2003-09-12;340,3598;348,3038;335,4816;338,5696;0;0
2003-09-11;339,0389;340,0018;333,7345;335,4729;0;0
2003-09-10;342,2843;342,7139;338,686;340,1361;0;0
2003-09-09;337,0004;344,5442;335,9677;343,2869;0;0
2003-09-08;340,0777;340,8003;337,0969;338,4066;0;0
2003-09-05;341,6644;347,7982;339,101;344,0447;0;0
2003-09-04;345,8587;346,8756;341,3755;342,7158;0;0
2003-09-03;344,5238;348,8129;342,669;343,1327;0;0
2003-09-02;345,9305;349,5714;342,8887;343,027;0;0
2003-09-01;341,5413;345,4628;333,5978;343,1373;0;0
2003-08-29;338,0617;345,7033;337,5126;343,7357;0;0
2003-08-28;343,6923;343,9693;340,229;341,522;0;0
2003-08-27;334,0974;343,0824;332,8138;340,3777;0;0
2003-08-26;333,7648;338,48;331,8232;333,3025;0;0
2003-08-25;333,3027;334,2028;330,8229;331,5577;0;0
2003-08-22;331,5128;334,4502;328,5295;329,3097;0;0
2003-08-21;332,8004;333,0911;325,0976;330,0027;0;0
2003-08-20;325,6369;330,4978;323,6565;327,3922;0;0
2003-08-19;324,2205;327,7903;321,6448;325,7117;0;0
2003-08-18;324,4548;325,3486;315,8518;321,9968;0;0
2003-08-15;326,2025;326,2648;322,6638;324,0864;0;0
2003-08-14;321,6948;326,22;312,1118;322,6264;0;0
2003-08-13; ; ; ;318,0367;0;0
2003-08-12;319,6605;320,3677;316,7433;318,3345;0;0
2003-08-11;315,405;320,8322;315,0066;317,9725;0;0
2003-08-08;311,5398;315,9765;311,0984;312,511;0;0
2003-08-07;309,7419;311,7942;307,8922;309,6979;0;0
2003-08-06;308,901;310,4108;306,3115;308,9888;0;0
2003-08-05;308,3473;309,8473;307,112;307,4208;0;0
2003-08-04;308,2957;310,0292;306,58;307,3317;0;0
2003-08-01;318,1574;318,8289;309,025;315,4714;0;0
2003-07-31;314,7641;318,7401;312,2902;313,4388;0;0
2003-07-30;316,5061;317,6445;310,8144;313,2662;0;0
2003-07-29;318,0509;318,8362;314,9974;317,1349;0;0
2003-07-28;315,7368;326,3557;309,5352;318,2174;0;0
2003-07-25;315,4134;321,0334;310,7519;316,2847;0;0
2003-07-24;312,5927;317,4762;310,4125;311,5898;0;0
2003-07-23;307,6485;315,1917;307,2099;311,1569;0;0
2003-07-22;310,2354;311,2933;306,9294;310,3235;0;0
2003-07-21;307,7366;312,4335;307,1163;310,1737;0;0
2003-07-18;307,1397;310,531;305,5556;307,3182;0;0
2003-07-17;305,8944;307,7642;303,5794;304,9595;0;0
2003-07-16;307,1916;310,4462;305,5755;308,1343;0;0
2003-07-15;306,9618;309,3029;301,3075;307,6685;0;0
2003-07-14;305,3368;308,2308;304,142;307,5493;0;0
2003-07-11;304,4189;306,1865;302,4746;303,7561;0;0
2003-07-10;303,7824;305,0168;301,6664;302,7685;0;0
2003-07-09;303,1704;304,9317;302,4218;303,0823;0;0
2003-07-08;307,3018;309,3546;302,3574;306,5513;0;0
2003-07-07;308,8468;310,0792;306,0299;306,4701;0;0
2003-07-04;306,166;309,7418;305,6428;306,3841;0;0
2003-07-03;306,5811;307,454;304,7482;304,9664;0;0
2003-07-02;304,0746;306,1552;303,381;304,7248;0;0
2003-07-01;299,1857;306,3328;298,406;303,3873;0;0
2003-06-30;302,0215;306,1827;300,4288;302,7916;0;0
2003-06-27;301,104;304,3897;300,2278;302,725;0;0
2003-06-26;303,8838;305,5458;300,2537;300,7785;0;0
2003-06-25;300,8398;303,4802;294,9961;301,3592;0;0
2003-06-24;305,0151;309,9006;299,0489;301,1241;0;0
2003-06-23;308,5189;311,1188;303,8132;307,6523;0;0
2003-06-20;310,5963;311,583;304,8906;307,1643;0;0
2003-06-19;308,8975;311,4972;303,861;306,864;0;0
2003-06-18;310,5821;311,6078;304,7696;307,5049;0;0
